0,1,2,3
17555.08648,97196756.73,8.0,2195.39308646677
16940.90671,14047394.92,7.0,2421.1368064667695
17511.09233,11305588.79,8.0,2189.8938177167697
17527.0971,8799324.33,8.0,2191.8944139667697
16938.90376,3568479.59,8.0,2118.37024646677
16921.87686,3106925.02,8.0,2116.24188396677
16922.88599,2906714.88,7.0,2418.5624178953412
17496.07301,2431224.14,8.0,2188.01640271677
16895.89962,2044283.89,7.0,2414.7072221810554
17466.06313,2053071.3,8.0,2184.2651677167696
16893.90142,1499910.07,8.0,2112.7449539667696
16879.87748,796523.07,7.0,2412.4183450381984
16877.88102,734798.87,8.0,2110.74240396677
16848.86608,493046.31,8.0,2107.1155364667698
17325.00365,400137.51,8.0,2166.6327327167696
1230.33596,5339735.43,2.0,616.17525646677
16850.87065,459390.66,7.0,2408.274512181056
16835.85351,353191.85,7.0,2406.12920646677
13284.14357,282364.5,6.0,2215.0312048001033
13284.13229,281035.58,5.0,2657.83373446677
16833.86302,283247.57,8.0,2105.24015396677
16810.83149,267458.93,7.0,2402.5546321810557
17179.93309,197350.05,8.0,2148.4989127167696
15204.03428,148259.06,6.0,2535.0129898001032
7279.79481,229820.57,3.0,2427.6055464667697
16708.80798,199907.75,7.0,2387.9798450381986
13699.30855,176742.97,6.0,2284.2253681334364
17121.90958,148629.39,8.0,2141.2459739667697
7279.8019,160543.06,4.0,1820.95775146677
16807.84187,160352.75,8.0,2101.98751021677
3626.77864,299277.35,2.0,1814.39659646677
13700.30093,121762.73,5.0,2741.0674624667695
17351.95615,142397.88,8.0,2170.00179521677
5146.62035,178425.24,3.0,1716.5473931334368
16135.54481,136387.85,7.0,2306.0851064667695
5968.06425,185031.68,3.0,1990.3620264667702
13614.08876,133691.27,6.0,2270.022069800103
12998.912,126699.63,5.0,2600.78967646677
11444.1469,127840.82,5.0,2289.83665646677
16708.83397,116372.86,8.0,2089.6115227167697
16565.74163,147010.6,7.0,2367.5417950381984
4756.43098,174550.54,3.0,1586.4842698001034
2458.66668,5685871.89,4.0,615.67394646677
11686.25679,116799.09,5.0,2338.2586344667698
15819.22473,96342.68,7.0,2260.896523609627
10942.84378,116990.39,4.0,2736.7182214667696
13900.31195,119235.13,5.0,2781.06966646677
13614.07786,91484.38,5.0,2723.8228484667698
15888.41484,119755.21,7.0,2270.780825038198
17568.09757,201240.69,8.0,2197.01947271677
13938.20628,106115.53,6.0,2324.04165646677
17307.95645,105013.8,8.0,2164.50183271677
13581.22236,86084.13,5.0,2717.2517484667696
15773.34633,82275.07,7.0,2254.34246646677
5146.61542,120813.63,2.0,2574.31498646677
16750.68104,98273.6,7.0,2393.961710752484
8390.41206,111743.6,4.0,2098.61029146677
3911.99867,181791.8,2.0,1957.00661146677
4756.4243,123336.53,2.0,2379.2194264667696
12331.57597,86425.58,5.0,2467.3224704667696
13900.3187,119598.64,6.0,2317.7270598001032
16459.52316,91013.18,7.0,2352.3677278953414
11833.33412,81198.05,6.0,1973.2296298001033
16387.47742,88161.06,7.0,2342.0754793239125
9060.81323,75757.12,5.0,1813.16992246677
17210.92866,88503.31,8.0,2152.37335896677
16317.4444,93781.64,7.0,2332.0707621810557
12182.46933,81045.4,5.0,2437.5011424667696
15975.30821,88910.62,7.0,2283.1941636096267
16089.35652,88157.54,7.0,2299.4867793239127
15056.96339,77262.83,6.0,2510.5011748001034
15702.30767,71960.13,7.0,2244.19408646677
10745.69055,113991.46,5.0,2150.1453864667697
13322.03154,68406.32,5.0,2665.41358446677
9389.93507,70067.81,5.0,1878.9942904667698
13509.2492,89128.56,6.0,2252.5488098001033
16549.69453,85193.3,7.0,2365.2493521810557
13321.03972,87786.29,6.0,2221.1805631334364
11833.36416,62825.4,4.0,2959.3483164667696
13381.19818,121476.97,6.0,2231.2069731334363
8923.75569,74065.86,5.0,1785.75841446677
5968.06499,91236.2,4.0,1493.02352396677
17583.09855,81069.64,8.0,2198.8945952167696
16505.72805,87159.15,7.0,2358.96842646677
15558.08994,74777.0,7.0,2223.5915536096268
17280.95606,90483.44,8.0,2161.12678396677
