0,1,2,3
2096.0126,295655.17,3.0,699.6781431334367
629.32067,307125.09,1.0,630.32794646677
2079.98468,106437.22,3.0,694.3355031334366
742.40581,218261.19,1.0,743.41308646677
682.00121,274320.24,1.0,683.00848646677
1128.59201,59116.25,2.0,565.30328146677
999.54673,94057.83,2.0,500.78064146677
873.42894,219533.79,1.0,874.43621646677
705.33751,165043.83,1.0,706.34478646677
873.43009,138840.92,2.0,437.72232146677
454.187,72132.9,1.0,455.19427646677
776.3756,102378.68,1.0,777.38287646677
981.53678,36291.47,2.0,491.77566646677
1395.69089,65705.45,2.0,698.85272146677
