0,1,2,3
2680.61254,4464.98,4.0,671.16041146677
2662.60034,1519.8,4.0,666.65736146677
1998.20824,2742.2,4.0,500.55933646677
1111.92466,444.98,2.0,556.96960646677
852.50896,366.02,1.0,853.51623646677
1286.76934,296.45,3.0,429.93038980010334
1218.14951,318.83,2.0,610.08203146677
520.8236,495.73,1.0,521.8308764667701
1065.43979,618.76,2.0,533.72717146677
410.54447,547.67,2.0,206.27951146677
1979.19551,769.28,4.0,495.80615396677
1264.26319,334.57,2.0,633.13887146677
989.61484,961.17,2.0,495.81469646677
1237.64966,316.76,2.0,619.83210646677
