0,1,2,3
8559.53891,138505252.74,6.0,1427.5976433654032
8514.53272,6543345.38,6.0,1420.0966116987365
8484.51446,3833477.57,6.0,1415.0935683654034
8543.51947,3815199.21,6.0,1424.9277366987367
4462.34583,614257.81,3.0,1488.4564350320702
6525.41784,709150.84,5.0,1306.09139303207
4559.39711,564679.2,3.0,1520.8068616987366
4559.39632,581069.25,4.0,1140.85690503207
4462.34455,221719.85,4.0,1116.59396253207
2096.16782,205924.93,2.0,1049.0917350320701
8130.31543,144990.96,5.0,1627.07091103207
3982.13566,206671.85,2.0,1992.07565503207
7861.13345,132379.06,5.0,1573.23451503207
8452.48896,811587.41,6.0,1409.7559850320702
6463.37634,252348.36,4.0,1616.85191003207
4692.48789,176997.93,3.0,1565.17045503207
5065.72072,431592.17,3.0,1689.5813983654034
6598.44507,308128.59,4.0,1650.61909253207
8468.48872,598932.2,6.0,1412.4226116987365
8399.49659,363978.73,6.0,1400.9239233654034
6526.42581,340687.02,4.0,1632.61427753207
5258.72107,119530.72,4.0,1315.68809253207
1917.08695,106502.69,2.0,959.5513000320699
6825.5699,141822.95,4.0,1707.4003000320702
4535.38407,90000.92,3.0,1512.80251503207
6019.19836,198239.85,4.0,1505.8074150320701
3450.81529,122604.88,3.0,1151.2795883654035
4629.47392,99539.24,4.0,1158.3763050320701
5015.63797,103390.68,4.0,1254.91731753207
1246.69947,32954.67,1.0,1247.70729503207
8411.47898,348168.55,6.0,1402.9209883654034
6712.48529,140388.03,4.0,1679.12914753207
8243.3974,165044.03,5.0,1649.68730503207
6953.62935,116761.32,4.0,1739.41516253207
3710.9651,73721.89,3.0,1237.9961916987368
8067.28755,133231.67,5.0,1614.46533503207
3570.89116,76968.41,2.0,1786.4534050320701
1971.0846,53086.12,2.0,986.5501250320699
1091.61894,53902.1,1.0,1092.6267650320701
5562.00868,110873.0,4.0,1391.50999503207
6435.38581,141345.4,4.0,1609.85427753207
4307.26163,33200.76,2.0,2154.63864003207
7238.78419,141577.8,5.0,1448.76466303207
5130.66445,105994.09,4.0,1283.67393753207
6233.32692,144038.71,4.0,1559.3395550320702
3379.77862,44803.51,3.0,1127.6006983654033
8283.42169,60477.79,5.0,1657.6921630320699
1263.72592,55320.18,1.0,1264.7337450320701
8427.49361,320687.6,6.0,1405.5900933654034
7839.11588,76783.55,5.0,1568.8310010320702
3543.90325,104331.3,2.0,1772.95945003207
5136.75845,155059.98,3.0,1713.260641698737
4068.19668,342808.59,3.0,1357.07338503207
3465.82689,129810.81,3.0,1156.28345503207
3322.75794,40890.12,3.0,1108.5938050320701
7796.11073,114044.35,5.0,1560.2299710320701
3902.07293,72811.85,2.0,1952.04429003207
4164.23966,159332.95,3.0,1389.0877116987367
3839.05895,91247.74,3.0,1280.6941416987368
3742.02683,28989.34,2.0,1872.02124003207
3597.88251,83224.52,3.0,1200.30199503207
2539.34164,42361.88,2.0,1270.67864503207
4408.33135,88058.7,3.0,1470.4516083654034
5471.90503,90772.09,4.0,1368.98408253207
4080.1901,44993.03,2.0,2041.10287503207
4918.65246,325756.17,3.0,1640.5586450320702
1219.71251,94200.18,1.0,1220.7203350320701
3858.06067,41453.24,2.0,1930.03816003207
7624.98565,96396.3,5.0,1526.00495503207
5455.88768,95120.49,4.0,1364.97974503207
5193.77975,96823.71,3.0,1732.2677416987367
4730.50979,79983.92,4.0,1183.63527253207
2123.15561,45639.56,2.0,1062.58563003207
3998.13111,20713.88,2.0,2000.07338003207
6639.45009,70568.74,5.0,1328.89784303207
4394.2946,92218.19,3.0,1465.7726916987367
4164.24194,32194.91,2.0,2083.12879503207
6456.36185,71143.61,5.0,1292.2801950320702
1946.11104,26272.98,2.0,974.06334503207
3971.14507,290556.27,3.0,1324.7228483654035
6391.39158,59296.86,4.0,1598.8557200320702
3824.04858,81332.19,3.0,1275.6906850320702
1689.96137,34895.15,2.0,845.9885100320699
6910.56141,107443.26,5.0,1383.12010703207
2517.35482,70009.65,2.0,1259.68523503207
7940.22079,57380.91,5.0,1589.0519830320702
6041.18009,91264.54,4.0,1511.30284753207
3493.82098,151175.17,3.0,1165.6148183654034
3587.91828,33330.59,2.0,1794.96696503207
3800.03469,63863.51,2.0,1901.02517003207
8023.27634,71099.72,5.0,1605.66309303207
2988.60638,120422.64,2.0,1495.3110150320701
7081.7171,52924.8,4.0,1771.43710003207
5087.65698,52456.88,4.0,1272.92207003207
3337.77042,48747.46,3.0,1113.59796503207
7210.76607,65294.15,4.0,1803.69934253207
5321.87191,67832.05,4.0,1331.47580253207
2325.21295,48186.01,2.0,1163.61430003207
5499.90028,81999.45,4.0,1375.98289503207
5215.71524,86953.38,4.0,1304.9366350320702
7710.07704,73010.95,5.0,1543.02323303207
3716.01088,23795.47,2.0,1859.01326503207
4279.26849,21486.01,2.0,2140.64207003207
4151.21468,90281.24,3.0,1384.7460516987367
7695.07334,65026.61,5.0,1540.02249303207
5230.72847,47922.33,4.0,1308.68994253207
7648.9798,130247.8,5.0,1530.80378503207
6581.43876,60701.75,5.0,1317.29557703207
4757.4981,77502.56,4.0,1190.38235003207
3428.87726,107663.01,2.0,1715.4464550320702
3671.99848,47071.26,2.0,1837.0070650320702
7438.92854,112988.78,5.0,1488.79353303207
3671.99608,78692.63,3.0,1225.0065183654033
5691.05077,39593.81,3.0,1898.0247483654034
1561.90453,25716.93,2.0,781.96009003207
7511.92185,102621.25,5.0,1503.39219503207
3393.78508,109283.86,3.0,1132.2695183654034
8186.35751,42364.76,5.0,1638.2793270320701
6640.45796,59292.03,4.0,1661.12231503207
1733.9747,26524.83,2.0,867.9951750320699
2304.2303,41436.46,2.0,1153.1229750320701
3421.77897,75471.03,3.0,1141.60081503207
